ensembl_gene_id	external_gene_name	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000020277.10	Pfkl	-1.46318585815671	8.25929058025645	-69.8476183406955	2.52099881881398e-12	4.50969331474786e-10	19.2121921143126
ENSMUSG00000024014.7	Pim1	-1.5627024141235	8.74264309521866	-69.8058928325466	2.53292571637929e-12	4.50969331474786e-10	19.2029179769344
ENSMUSG00000039114.15	Nrn1	1.19925350451947	8.7681907206967	69.2250654548731	2.70572585141323e-12	4.74950158960044e-10	19.0967951546264
ENSMUSG00000038437.11	Mllt6	-1.20015382203688	8.22258589818538	-68.9991428822046	2.77649515483633e-12	4.80603598815628e-10	19.1094303518642
ENSMUSG00000020423.6	Btg2	1.97790237469963	7.2017806546655	68.8153472730486	2.8356081362451e-12	4.84112112356475e-10	19.0698406661511
ENSMUSG00000026104.14	Stat1	-0.964244586836308	8.93341204859817	-68.6779116584492	2.88073729060349e-12	4.85170660172855e-10	18.9405912318701
ENSMUSG00000004558.14	Ndrg2	-2.91116428168279	6.10951374961498	-68.060641788858	3.09365881774731e-12	5.09614955637333e-10	18.627335221578
ENSMUSG00000029581.14	Fscn1	-3.03867812987881	5.8235252872936	-68.0217468775311	3.1076575967614e-12	5.09614955637333e-10	18.4906771137025
ENSMUSG00000031432.3	Prps1	-1.42982808478611	7.38617094755278	-67.8036056145324	3.18750385011011e-12	5.15920266024966e-10	19.0058492739803
ENSMUSG00000024669.7	Cd5	1.40493220675258	9.47169378894905	66.7431911382321	3.61008129320125e-12	5.76826194322657e-10	18.6847809207154
ENSMUSG00000030921.17	Trim30a	-1.88169891070734	6.54741191487804	-66.3603965328145	3.77785017742087e-12	5.95991731154383e-10	18.8521324751781
ENSMUSG00000055447.18	Cd47	-1.2670049234494	7.47319865094128	-66.1841352916514	3.85803996728284e-12	6.01034401403076e-10	18.776304323109
ENSMUSG00000032324.11	Tspan3	1.70841911739938	6.97518181351751	66.070815287363	3.91060664362206e-12	6.01702353079775e-10	18.8169687798439
ENSMUSG00000079037.9	Prnp	-4.13683274685977	5.95766890909441	-65.9636454044646	3.96106361444057e-12	6.02033363741132e-10	18.3156702676679
ENSMUSG00000037012.18	Hk1	-1.14382798407422	8.4020676195148	-65.6672985091936	4.10444724331847e-12	6.16309951728652e-10	18.6794162724957
ENSMUSG00000002227.15	Mov10	-2.48059068697949	6.1642698550494	-65.4684134145339	4.20395183391444e-12	6.23736329834234e-10	18.5796621994355
ENSMUSG00000079017.3	Ifi27l2a	-1.89725428916588	8.84602996947188	-65.120983898602	4.38436274251193e-12	6.42850739528543e-10	18.7014825721224
ENSMUSG00000051335.6	Gfod1	1.9873678237626	6.69407839006954	64.9257022013231	4.48958606848894e-12	6.42980946630389e-10	18.6660010728157
ENSMUSG00000026234.12	Ncl	0.822527609433648	11.014777214466	64.8688633912898	4.52074464057058e-12	6.42980946630389e-10	18.0891063094043
ENSMUSG00000032265.14	Fam46a	-1.40643913342568	8.42318547684684	-64.8339142889505	4.54002433631343e-12	6.42980946630389e-10	18.5889632339391
ENSMUSG00000034394.14	Lif	-1.45061062516072	8.16937343341173	-64.6383285595635	4.64964348790236e-12	6.51106817862102e-10	18.5875293439189
ENSMUSG00000049109.15	Themis	-1.58383983378606	7.4771626840889	-64.2622211604759	4.86892033429464e-12	6.72908159839378e-10	18.5881751223952
ENSMUSG00000004837.2	Grap	1.24299409304273	7.98350593404081	64.1883975357781	4.91331481548451e-12	6.72908159839378e-10	18.5357835556974
ENSMUSG00000017009.3	Sdc4	-1.52874551092938	7.12204069905294	-63.8915952063682	5.09645890086301e-12	6.85186988392194e-10	18.5532787536443
ENSMUSG00000025791.18	Pgm2	-1.96437244782011	6.45405098159922	-63.8027090629078	5.15279362935717e-12	6.85186988392194e-10	18.5325510159123
ENSMUSG00000021686.5	Ap3b1	1.17136702558088	8.88505543260165	63.7048906798205	5.21560153105769e-12	6.85186988392194e-10	18.3947371886531
ENSMUSG00000013663.7	Pten	1.73001186911616	5.86183166839469	63.4393793402748	5.39047401788805e-12	6.85186988392194e-10	18.4867983011492
ENSMUSG00000026285.7	Pdcd1	1.85274512404782	6.63249255507796	63.3735797591334	5.43482592217003e-12	6.85186988392194e-10	18.459444468497
ENSMUSG00000027663.12	Zmat3	1.72682905113454	7.61847187310493	63.3270356860884	5.46644691805112e-12	6.85186988392194e-10	18.4427108401256
ENSMUSG00000020484.18	Xbp1	-1.47431474079825	7.70701376792081	-63.3036467031958	5.48241504916626e-12	6.85186988392194e-10	18.4752636365458
ENSMUSG00000013629.16	Cad	1.04086652232856	8.5422585597489	63.2015252781827	5.55275357591266e-12	6.85186988392194e-10	18.3310722415173
ENSMUSG00000020661.15	Dnmt3a	1.50395808101189	7.52868321006991	63.1983443192995	5.55496079956117e-12	6.85186988392194e-10	18.4427665344959
ENSMUSG00000027333.18	Smox	-2.3018034025788	5.978532806902	-63.0716965678341	5.64364799595473e-12	6.85186988392194e-10	18.3106303124826
ENSMUSG00000029076.14	Sdf4	-1.20339199993208	9.36832124531933	-63.0442322960787	5.66309003396758e-12	6.85186988392194e-10	18.1903263636442
ENSMUSG00000026463.17	Atp2b4	-3.06415767625546	5.47510745524152	-62.9944162868475	5.69854773143002e-12	6.85186988392194e-10	17.8932467879065
ENSMUSG00000005087.17	Cd44	1.08876119349733	8.57382073180256	62.941204300577	5.73669903238751e-12	6.85186988392194e-10	18.2433431534466
ENSMUSG00000068220.5	Lgals1	-1.29362436704198	9.1369010106278	-62.8914139985475	5.77265776949212e-12	6.85186988392194e-10	18.2971631378198
ENSMUSG00000038560.7	Sp6	-2.73454435637631	6.29363786003914	-62.7280179913982	5.89245844100109e-12	6.92808580662231e-10	18.234582197815
ENSMUSG00000019978.16	Epb41l2	-1.70030865161482	6.97026739572472	-62.6175233415412	5.97505890949287e-12	6.95954758775791e-10	18.3922339758888
ENSMUSG00000020184.15	Mdm2	1.08963780410338	7.85955483825702	62.5283988580347	6.04263477561615e-12	6.96691303564271e-10	18.3040369467973
ENSMUSG00000032578.7	Cish	-1.00655243699411	9.11594935118167	-62.416193019072	6.12893852904039e-12	6.96691303564271e-10	18.1923858748203
ENSMUSG00000064351.1	mt-Co1	0.331912189980715	13.7142970754896	62.3902564556237	6.14908476226188e-12	6.96691303564271e-10	17.3579539864831
ENSMUSG00000029772.17	Ahcyl2	-1.39673700791634	7.56431970702419	-62.2186632820901	6.28426400944148e-12	7.05592633780804e-10	18.3060235094463
ENSMUSG00000040010.10	Slc7a5	-1.05566402443384	8.22648315870739	-61.9170434767023	6.53006774483874e-12	7.2664494914219e-10	18.1974791185921
ENSMUSG00000021895.9	Arhgef3	1.40075794702467	7.66195644554558	61.8092275158453	6.62054446869757e-12	7.30193324897148e-10	18.2671665261943
ENSMUSG00000046876.16	Atxn1	2.97862995090806	6.93097156976283	61.4484467399901	6.93372874386407e-12	7.54359893201288e-10	17.9909920012218
ENSMUSG00000019916.14	P4ha1	-1.39217446814819	6.74172870412154	-61.3766622244394	6.99801389518883e-12	7.54359893201288e-10	18.2206629249448
ENSMUSG00000057530.14	Ece1	1.61276658437778	6.59044418905025	61.3509060820741	7.02124268726225e-12	7.54359893201288e-10	18.2290364790943
ENSMUSG00000027580.17	Helz2	-1.54416842533224	7.85382419786415	-61.2329466251403	7.12874274391186e-12	7.57617278697148e-10	18.171354896502
ENSMUSG00000021538.3	Il9	-7.2332372737592	5.76873066491265	-61.1848133227148	7.1731396041293e-12	7.57617278697148e-10	14.4968039897095
ENSMUSG00000098234.7	Snhg6	1.33903377000043	8.52564137432232	61.1113169464106	7.24153271211847e-12	7.58413631858256e-10	18.1728228862796
ENSMUSG00000021196.14	Pfkp	-1.45041457606537	8.24164861077398	-61.003176686086	7.34350351847008e-12	7.62684036255772e-10	18.0456006195514
ENSMUSG00000032202.11	Rab27a	-1.701187855013	6.60780842846248	-60.8719089015568	7.46946181647452e-12	7.69354567096876e-10	18.1711386752397
ENSMUSG00000019851.8	Perp	1.54819618462488	6.89970438974041	60.6064089798759	7.73173102747273e-12	7.85007679388576e-10	18.1366522943414
ENSMUSG00000003955.7	Fam162a	-1.47781717211426	7.0454079246531	-60.5908613977638	7.74740789254552e-12	7.85007679388576e-10	18.123324536218
ENSMUSG00000050244.9	Heatr1	1.22359447999241	7.3200037066356	60.3456683322452	7.99943461611945e-12	8.04007690489489e-10	18.0394891134684
ENSMUSG00000018930.3	Ccl4	2.0126768508001	7.5122343231834	60.130715083268	8.227992374117e-12	8.20363751668961e-10	18.0434396036395
ENSMUSG00000068744.12	Psrc1	2.16299322047594	7.43196588815872	59.9271765308842	8.45121197402334e-12	8.35189072745212e-10	18.0459983257749
ENSMUSG00000028527.18	Ak4	-2.21337879480816	5.67625125426421	-59.8739428122098	8.51071268864975e-12	8.35189072745212e-10	17.9273206782259
ENSMUSG00000036109.17	Mbnl3	-1.69419434771002	6.01754846664236	-59.7453158881327	8.65643935411142e-12	8.42853153674145e-10	18.0210688649532
ENSMUSG00000062762.16	Ei24	1.44671949879916	7.23195653462669	59.4737122710719	8.97347535063938e-12	8.66949017790841e-10	17.9601869772136
ENSMUSG00000018341.12	Il12rb2	-3.47253370742618	4.77963544866083	-59.4000243807879	9.06172994251827e-12	8.68741079027733e-10	17.1597792274159
ENSMUSG00000031987.6	Egln1	-1.51503401096637	7.00553776560736	-59.2652582920195	9.22567713537898e-12	8.77706978154414e-10	17.9465525550792
ENSMUSG00000020437.12	Myo1g	-0.794577665728747	9.30276222147565	-59.1525340926498	9.3653779331264e-12	8.79901159342729e-10	17.6761300546678
ENSMUSG00000026991.20	Pkp4	1.60200304051876	8.10088173980426	59.1329087794969	9.38994256540022e-12	8.79901159342729e-10	17.8731324552918
ENSMUSG00000042262.5	Ccr8	-1.80636251342669	7.5252896757325	-59.0622245655869	9.47901986900193e-12	8.81619586771426e-10	17.928427608106
ENSMUSG00000057329.7	Bcl2	-1.67784059247532	7.20146487828648	-58.8835574060496	9.70845259398856e-12	8.96269960584292e-10	17.9055496840335
ENSMUSG00000002578.17	Ikzf4	-2.89723993068907	5.99325951370072	-58.2823028205979	1.05277399370656e-11	9.64758991438592e-10	17.6220249396224
ENSMUSG00000040918.12	Slc19a2	1.91724464831713	6.04946646137855	58.2110799257232	1.06298467198305e-11	9.67005691016409e-10	17.760364939241
ENSMUSG00000017390.15	Aldoc	-3.94843796378007	5.57678393993381	-57.8752650780102	1.1126551711613e-11	1.00485662305676e-09	16.6893819630137
ENSMUSG00000028063.15	Lmna	-1.54085916425884	6.83992018911373	-57.5458774622705	1.16392828092591e-11	1.03937327749716e-09	17.7240342439924
ENSMUSG00000055675.6	Kbtbd11	-1.36916049677903	6.99569204882442	-57.5232062935346	1.16755403072777e-11	1.03937327749716e-09	17.7171392483893
ENSMUSG00000022015.8	Tnfsf11	0.668717516028138	9.61029971080234	57.444815707339	1.18018924150398e-11	1.04317010757901e-09	17.3095478619505
ENSMUSG00000033016.15	Nfatc1	1.25909316191236	7.42597985048317	57.3742929813511	1.19168798848551e-11	1.04591601411936e-09	17.653434406664
ENSMUSG00000024378.9	Stard4	-1.21766333933026	7.70610951502895	-57.2396065522522	1.21400094681493e-11	1.04961266041822e-09	17.5740498438299
ENSMUSG00000038127.14	Ccdc50	0.870585775889131	8.97119280884552	57.2218333052488	1.21698035403277e-11	1.04961266041822e-09	17.3081081654574
ENSMUSG00000020900.15	Myh10	1.69779424976798	6.37857046001334	57.1969509523991	1.22116533547815e-11	1.04961266041822e-09	17.6728882895135
ENSMUSG00000004040.16	Stat3	-0.84259266187485	9.02399426436172	-57.0552464598317	1.24530991284608e-11	1.0630340714932e-09	17.3332319273358
ENSMUSG00000038400.15	Pmepa1	-2.11072385190564	5.57772005636417	-56.97284895694	1.2595963108317e-11	1.06791488584323e-09	17.5316122507827
ENSMUSG00000021185.16	9030617O03Rik	2.06510167040903	6.37333380326343	56.7804232930975	1.29368430048182e-11	1.07989562669603e-09	17.6122530787921
ENSMUSG00000011752.6	Pgam1	-0.698062400218671	10.2863679704233	-56.7643218823508	1.29658342591688e-11	1.07989562669603e-09	17.1609007907916
ENSMUSG00000093930.1	Hmgcs1	-0.82051571328328	8.90066659612778	-56.7469366358521	1.29972192894491e-11	1.07989562669603e-09	17.3251439743836
ENSMUSG00000028639.14	Ybx1	0.635468234009014	10.0212162826462	56.6650029518347	1.31462879411258e-11	1.08504759344537e-09	17.1462253514839
ENSMUSG00000035105.5	Egln3	-6.42412118702637	5.226168841966	-56.5765984840348	1.33092928262038e-11	1.0912744506117e-09	15.4219687891896
ENSMUSG00000059895.12	Ptp4a3	1.43043393120371	7.82583866493324	56.3540620144646	1.37297889775021e-11	1.11839450997783e-09	17.4388480455077
ENSMUSG00000015846.14	Rxra	1.28456833774523	6.92418902995217	56.2651114613345	1.39020353988703e-11	1.12079268298693e-09	17.524391306563
ENSMUSG00000031749.12	St3gal2	-1.6288414603501	6.40188040170073	-56.2461386569512	1.39390889723962e-11	1.12079268298693e-09	17.5475617784929
ENSMUSG00000048163.13	Selplg	-1.22135674083873	8.49351779079655	-55.9654893001568	1.45003890479775e-11	1.15845095323681e-09	17.3347798609974
ENSMUSG00000032515.8	Csrnp1	-1.32392382974434	7.13977331491165	-55.8978729004657	1.46393983957155e-11	1.16210714780765e-09	17.4811932068615
ENSMUSG00000040463.16	Mybbp1a	0.86580190898837	9.42144395999224	55.7545581572036	1.49390219931949e-11	1.17838627279233e-09	17.1578022961401
ENSMUSG00000074578.13	Zfas1	1.16802988406776	8.86489846702044	55.6325508993657	1.51995479414448e-11	1.18436898608845e-09	17.3233834458055
ENSMUSG00000021703.8	Serinc5	-1.6725198084205	6.14763441594945	-55.6300554837252	1.52049296135883e-11	1.18436898608845e-09	17.4510141179174
ENSMUSG00000086862.1	Gm13546	-2.93825852873563	5.87822532074003	-55.4107060520145	1.56864771852249e-11	1.21428922459291e-09	17.3580872980503
ENSMUSG00000054752.16	Fsd1l	-2.36921621267929	5.19274029848397	-55.3243901506066	1.58806604790127e-11	1.2217325404317e-09	17.3026623997907
ENSMUSG00000026395.16	Ptprc	0.646792323732747	10.1813495277636	55.2654240090969	1.60148716908722e-11	1.22449905449902e-09	16.7843107796646
ENSMUSG00000023832.13	Acat2	-1.45178323406242	7.46402156382074	-55.0215553349994	1.65836654900076e-11	1.26025745732905e-09	17.308284600091
ENSMUSG00000003865.16	Gys1	-2.20465309558211	5.71769039620037	-54.9242680742625	1.68168964044926e-11	1.27023624175267e-09	17.2279462246321
ENSMUSG00000018914.5	Il3	2.63922604583234	6.72954501195811	54.8744785639763	1.69376863287453e-11	1.2716529199708e-09	17.1180206687618
ENSMUSG00000020116.7	Pno1	1.3867375417988	6.9633277594643	54.7793088670668	1.71712975836785e-11	1.28147234602027e-09	17.3244757182103
ENSMUSG00000039191.12	Rbpj	-0.682570175173325	9.88941254037038	-54.597088940455	1.76287851704402e-11	1.3077830332095e-09	16.9030370821697
ENSMUSG00000020387.15	Jade2	0.895368877726606	8.04149127317964	54.4051552373423	1.81255621708598e-11	1.32649609569389e-09	17.0893296801463
ENSMUSG00000062328.7	Rpl17	-0.603558362968148	10.8523162002979	-54.3961944160527	1.81491375016092e-11	1.32649609569389e-09	16.7927105092873
ENSMUSG00000006494.11	Pdk1	-1.86023110315504	6.77933916506111	-54.3767779195016	1.82003395942915e-11	1.32649609569389e-09	17.2618284429134
ENSMUSG00000026509.15	Capn2	-1.60509736165181	6.1862689570047	-54.2855492280172	1.84431013504761e-11	1.33637425657549e-09	17.2666344881166
ENSMUSG00000047898.7	Ccr4	-1.02085142439481	8.35756268416402	-54.2410504142019	1.85628353164445e-11	1.33727524016675e-09	17.0702405893893
ENSMUSG00000004936.8	Map2k1	-1.3019522343369	7.57445156651755	-54.0419588274713	1.91093654396117e-11	1.36873575559702e-09	17.1022533075552
ENSMUSG00000022962.14	Gart	0.976121669709674	8.06254216985929	53.931936210493	1.94191507065745e-11	1.3784933468071e-09	17.0354452067686
ENSMUSG00000095041.7	AC149090.1	1.07471382898555	8.02619813012536	53.9151858552782	1.94668080749459e-11	1.3784933468071e-09	17.0957775124655
ENSMUSG00000003206.6	Ebi3	-1.41277845135062	7.45763756166906	-53.7034398596178	2.00807547423746e-11	1.40971198002916e-09	17.1661297070835
ENSMUSG00000003873.11	Bax	0.999374108416895	8.2905991673461	53.6720897192008	2.01734927588244e-11	1.40971198002916e-09	17.0454975282785
ENSMUSG00000019817.18	Plagl1	-1.88050456808788	5.89292817529725	-53.6368645989098	2.02782693728329e-11	1.40971198002916e-09	17.1660781638602
ENSMUSG00000027660.16	Skil	-1.37023798103778	6.99442480719916	-53.6094898337146	2.03601184630706e-11	1.40971198002916e-09	17.1011871870499
ENSMUSG00000023034.6	Nr4a1	1.09742278426823	8.94038325954534	53.5480112363187	2.05452956875376e-11	1.41293328655645e-09	16.8962816936557
ENSMUSG00000028195.4	Cyr61	2.5877208163524	6.27158996576371	53.5162007016711	2.06418549770099e-11	1.41293328655645e-09	16.9102281690804
ENSMUSG00000003528.14	Slc25a1	-1.20074031825326	8.04604450134424	-53.4537589390763	2.08328836305462e-11	1.41293328655645e-09	17.0968038910473
ENSMUSG00000035901.14	Dennd5a	-0.878695955531958	8.25600585833688	-53.4449074137047	2.08601239449882e-11	1.41293328655645e-09	16.8868153983056
ENSMUSG00000024079.4	Eif2ak2	-1.76467282102188	6.09283131042449	-53.3475696606754	2.11623387699364e-11	1.42565528697145e-09	17.1288516785927
